,LineRef,OriginName,DestinationName,OriginAimedDepartureTime,VehicleRef,VehicleLocation.Longitude,VehicleLocation.Latitude
0,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:30:00+00:00,4314,0.590251,51.367281
1,660,Tunbury_Avenue,Breton_Road,2022-10-12T07:28:00+00:00,6412,0.499455,51.370171
2,8,Maidstone_Hospital,King_Street,2022-10-12T08:55:00+00:00,6448,0.523764,51.260458
3,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T08:42:00+00:00,4224,0.574495,51.369978
4,85,Freeman_Way,Chequers_Bus_Station,2022-10-12T09:53:00+00:00,6152,0.55889,51.246275
5,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T09:20:00+00:00,3984,0.498186,51.394376
6,164,Chatham_Grove,Waterfront_Bus_Station,2022-10-12T09:42:00+00:00,4005,0.535431,51.377945
7,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:17:00+00:00,4310,0.598603,51.34487
8,116,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T08:51:00+00:00,4300,0.536858,51.397596
9,101,Pudding_Lane,Duncan_Road,2022-10-12T09:36:00+00:00,6471,0.517165,51.292356
10,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:42:00+00:00,3987,0.59906,51.345656
11,101,Pudding_Lane,Duncan_Road,2022-10-12T09:12:00+00:00,6483,0.539565,51.389776
12,334,Chequers_Bus_Station,Tesco,2022-10-12T09:50:00+00:00,4280,0.526761,51.2721
13,8,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:52:00+00:00,4464,0.526603,51.271956
14,82,Parade,Royal_Star_Arcade,2022-10-12T09:26:00+00:00,6147,0.527873,51.264471
15,166,Waterfront_Bus_Station,The_Kestrel_Shopping_Centre,2022-10-12T09:55:00+00:00,1607,0.52429,51.385351
16,101,Pudding_Lane,Duncan_Road,2022-10-12T08:24:00+00:00,6478,0.550428,51.384275
17,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:29:00+00:00,4311,0.577436,51.379596
18,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:18:00+00:00,4271,0.535755,51.391361
19,72,Asda,Chequers_Bus_Station,2022-10-12T09:30:00+00:00,6138,0.435151,51.29306
20,177,Alexandra_Hospital,Victoria_Street,2022-10-12T06:00:00+00:00,4266,0.548215,51.387643
21,82,Royal_Star_Arcade,Parade,2022-10-12T09:46:00+00:00,4048,0.526641,51.27276
22,82,Royal_Star_Arcade,Parade,2022-10-12T09:34:00+00:00,6146,0.531648,51.25706
23,575,High_Street,Invicta_Girls__Grammar_School,2022-10-12T07:11:00+00:00,6406,0.535425,51.274431
24,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:08:00+00:00,4292,0.550369,51.384006
25,191,Lapwing_Road,Waterfront_Bus_Station,2022-10-12T09:04:00+00:00,6476,0.637796,51.45884
26,101,Pudding_Lane,Duncan_Road,2022-10-12T09:24:00+00:00,6528,0.521418,51.380846
27,173,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:02:00+00:00,6420,0.524521,51.38532
28,575,Lunsford_Park_Tesco,Invicta_Girls__Grammar_School,2022-10-12T07:25:00+00:00,4296,0.523768,51.260345
29,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T08:53:00+00:00,6440,0.536731,51.378251
30,177,Village_Centre,Victoria_Street,2022-10-12T09:39:00+00:00,4060,0.523403,51.354198
31,177,Alexandra_Hospital,Victoria_Street,2022-10-12T07:05:00+00:00,4317,0.5498,51.387163
32,190,Waterfront_Bus_Station,Gravesend_Railway_Station,2022-10-12T09:12:00+00:00,4267,0.370653,51.441861
33,176,Village_Centre,Plantation_Road,2022-10-12T09:48:00+00:00,4281,0.521716,51.336041
34,191,Marina,Waterfront_Bus_Station,2022-10-12T09:11:00+00:00,6430,0.523543,51.383753
35,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:08:00+00:00,4270,0.526003,51.384541
36,71,Railway_Station,Chequers_Bus_Station,2022-10-12T09:50:00+00:00,4063,0.448065,51.329966
37,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T09:43:00+00:00,4120,0.53475,51.265051
38,82,Parade,Royal_Star_Arcade,2022-10-12T09:48:00+00:00,4075,0.555045,51.237416
39,176,Plantation_Road,Village_Centre,2022-10-12T09:09:00+00:00,4263,0.522131,51.379668
40,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:39:00+00:00,4264,0.550201,51.383445
41,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:28:00+00:00,4273,0.549991,51.386471
42,133,Waterfront_Bus_Station,Six_Bells,2022-10-12T09:45:00+00:00,6431,0.52071,51.382203
43,9,Tesco,Chequers_Bus_Station,2022-10-12T08:45:00+00:00,6139,0.526896,51.272186
44,7,Railway_Station,Chequers_Bus_Station,2022-10-12T07:54:00+00:00,4294,0.526558,51.271861
45,668,North_Kent_College,Grammar_Schools,2022-10-12T07:29:00+00:00,6442,0.523965,51.38491
46,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T09:55:00+00:00,4066,0.526596,51.273401
47,191,Waterfront_Bus_Station,Lapwing_Road,2022-10-12T08:59:00+00:00,6410,0.562201,51.424985
48,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:30:00+00:00,1654,0.596245,51.366183
49,85,Freeman_Way,Chequers_Bus_Station,2022-10-12T09:41:00+00:00,4056,0.541551,51.258591
50,116,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:21:00+00:00,4221,0.580726,51.36781
51,190,Waterfront_Bus_Station,Gravesend_Railway_Station,2022-10-12T09:32:00+00:00,4318,0.480741,51.401495
52,71,Railway_Station,Chequers_Bus_Station,2022-10-12T09:10:00+00:00,6149,0.453558,51.299385
53,1,Chatham_Railway_Station,The_Strand,2022-10-12T09:38:00+00:00,6413,0.53312,51.396745
54,155,Village_Surgery,Waterfront_Bus_Station,2022-10-12T09:24:00+00:00,6429,0.52457,51.384838
55,72,Chequers_Bus_Station,Asda,2022-10-12T09:32:00+00:00,6438,0.470614,51.294783
56,12,Royal_Star_Arcade,The_Vine,2022-10-12T09:45:00+00:00,6439,0.526603,51.27301
57,101,Duncan_Road,The_Cannon,2022-10-12T09:41:00+00:00,6484,0.5447,51.388628
58,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:12:00+00:00,4059,0.550134,51.377286
59,2,Dockside_Outlet,Chatham_Railway_Station,2022-10-12T09:45:00+00:00,6404,0.525033,51.387861
60,79,The_Hedges,Calder_Road_Corner,2022-10-12T09:27:00+00:00,4460,0.521435,51.27675
61,9,Tesco,Chequers_Bus_Station,2022-10-12T09:45:00+00:00,6143,0.543955,51.283603
62,101,Duncan_Road,The_Cannon,2022-10-12T09:53:00+00:00,6475,0.550798,51.38293
63,658,The_Kestrel_Shopping_Centre,Grammar_Schools,2022-10-12T07:19:00+00:00,6405,0.524486,51.384761
64,347,Bus_Hub,Bus_Hub,2022-10-12T09:45:00+00:00,1635,0.730061,51.341105
65,140,Waterfront_Bus_Station,Bligh_Way_Shops,2022-10-12T09:37:00+00:00,4058,0.498515,51.393715
66,177,King_Street,Village_Centre,2022-10-12T09:33:00+00:00,4061,0.524358,51.38462
67,3,Maidstone_Hospital,Chequers_Bus_Station,2022-10-12T09:42:00+00:00,4065,0.497006,51.268206
68,334,Chequers_Bus_Station,Tesco,2022-10-12T08:50:00+00:00,4073,0.757746,51.408885
69,82,Parade,Royal_Star_Arcade,2022-10-12T09:37:00+00:00,4297,0.54387,51.24894
70,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:19:00+00:00,4315,0.59276,51.370836
71,689,Darnley_Arch,Hundred_of_Hoo_Academy_Grounds,2022-10-12T07:35:00+00:00,6421,0.549633,51.420791
72,177,King_Street,Village_Centre,2022-10-12T09:12:00+00:00,4316,0.52596,51.358301
73,6,Tunbridge_Wells_Hospital,Chequers_Bus_Station,2022-10-12T08:50:00+00:00,6260,0.512861,51.271305
74,140,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:47:00+00:00,6402,0.460963,51.394683
75,176,Village_Centre,Plantation_Road,2022-10-12T09:28:00+00:00,6411,0.522105,51.380215
76,700,Bus_Station,Waterfront_Bus_Station,2022-10-12T09:13:00+00:00,6477,0.524056,51.384736
77,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:42:00+00:00,4313,0.542668,51.397703
78,572,Asda,Waterloo_Street,2022-10-12T06:59:00+00:00,6449,0.526816,51.273118
79,176,Village_Centre,Plantation_Road,2022-10-12T09:05:00+00:00,3988,0.546848,51.378088
80,71,Chequers_Bus_Station,Railway_Station,2022-10-12T09:30:00+00:00,6447,0.512451,51.272875
81,101,Duncan_Road,The_Cannon,2022-10-12T08:51:00+00:00,6480,0.52101,51.27858
82,71,Lunsford_Park_Tesco,Chequers_Bus_Station,2022-10-12T09:49:00+00:00,4074,0.44077,51.309226
83,3,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:46:00+00:00,4282,0.519196,51.27245
84,101,Pudding_Lane,Duncan_Road,2022-10-12T08:48:00+00:00,6474,0.550801,51.382821
85,X1,Asda,King_Street,2022-10-12T09:00:00+00:00,4072,0.417653,51.292006
86,334,Tesco,Chequers_Bus_Station,2022-10-12T09:20:00+00:00,4283,0.7606,51.416996
87,575,Co_op,Invicta_Girls__Grammar_School,2022-10-12T07:04:00+00:00,6408,0.535626,51.274563
88,89,Spice_Lounge,King_Street,2022-10-12T08:46:00+00:00,4284,0.523398,51.273965
89,8,Maidstone_Hospital,King_Street,2022-10-12T08:35:00+00:00,4471,0.520813,51.272801
90,693,Linwood_Avenue,Grammar_Schools,2022-10-12T07:38:00+00:00,4319,0.499488,51.370955
91,7,Chequers_Bus_Station,Railway_Station,2022-10-12T09:36:00+00:00,6238,0.508541,51.270238
92,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:42:00+00:00,6401,0.541881,51.376126
93,133,Six_Bells,Waterfront_Bus_Station,2022-10-12T09:00:00+00:00,6428,0.522695,51.382936
94,660,Tunbury_Avenue,Breton_Road,2022-10-12T07:33:00+00:00,4309,0.499436,51.370295
95,700,Waterfront_Bus_Station,Bus_Station,2022-10-12T09:47:00+00:00,4261,0.521578,51.380593
96,141,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:21:00+00:00,4265,0.538951,51.389941
97,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:18:00+00:00,4268,0.554941,51.373043
98,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:40:00+00:00,4299,0.543091,51.330993
99,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T09:40:00+00:00,1652,0.39479,51.432441
100,101,Duncan_Road,The_Cannon,2022-10-12T09:04:00+00:00,6473,0.520878,51.278551
101,100,Goldcrest_Drive,Chatham_Railway_Station,2022-10-12T09:48:00+00:00,6446,0.536681,51.400026
102,141,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:01:00+00:00,6472,0.524101,51.384731
103,101,Duncan_Road,The_Cannon,2022-10-12T09:17:00+00:00,6481,0.503813,51.330543
104,133,Waterfront_Bus_Station,Six_Bells,2022-10-12T08:45:00+00:00,6437,0.497296,51.461261
105,89,King_Street,Spice_Lounge,2022-10-12T09:49:00+00:00,4126,0.523813,51.273888
106,166,Waterfront_Bus_Station,The_Kestrel_Shopping_Centre,2022-10-12T09:25:00+00:00,1651,0.536556,51.337903
107,177,Village_Centre,Victoria_Street,2022-10-12T09:16:00+00:00,4291,0.524286,51.385241
108,176,Plantation_Road,Village_Centre,2022-10-12T09:30:00+00:00,4308,0.546433,51.380741
109,349,Bus_Hub,Bus_Hub,2022-10-12T09:50:00+00:00,1636,0.735338,51.341676
110,1,The_Strand,Chatham_Railway_Station,2022-10-12T09:46:00+00:00,4051,0.54772,51.395095
111,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T08:20:00+00:00,4272,0.524458,51.385296
112,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:04:00+00:00,4293,0.572593,51.340358
113,177,King_Street,Village_Centre,2022-10-12T09:54:00+00:00,4312,0.549465,51.386928
114,4,Chequers_Bus_Station,Pennine_Way,2022-10-12T09:41:00+00:00,6522,0.567478,51.266333
115,145,The_George,Waterfront_Bus_Station,2022-10-12T09:43:00+00:00,1616,0.505838,51.361008
116,145,The_George,Waterfront_Bus_Station,2022-10-12T09:33:00+00:00,1640,0.506898,51.375085
117,145,Waterfront_Bus_Station,The_George,2022-10-12T09:50:00+00:00,1639,0.523854,51.383935
119,6,Tunbridge_Wells_Hospital,Chequers_Bus_Station,2022-10-12T08:50:00+00:00,6260,0.52119,51.271591
122,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:12:00+00:00,4059,0.560153,51.372378
123,12,The_Vine,Royal_Star_Arcade,2022-10-12T09:07:00+00:00,4470,0.56809,51.240908
124,133,Waterfront_Bus_Station,Six_Bells,2022-10-12T09:45:00+00:00,6431,0.501418,51.391953
125,72,Chequers_Bus_Station,Asda,2022-10-12T09:32:00+00:00,6438,0.443146,51.298498
126,176,Plantation_Road,Village_Centre,2022-10-12T09:09:00+00:00,4263,0.520863,51.35862
127,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:42:00+00:00,4313,0.542808,51.39356
128,101,Pudding_Lane,Duncan_Road,2022-10-12T09:36:00+00:00,6471,0.508208,51.352888
133,191,Waterfront_Bus_Station,Marina,2022-10-12T09:42:00+00:00,6405,0.522598,51.382728
135,334,Chequers_Bus_Station,Tesco,2022-10-12T09:50:00+00:00,4280,0.53646,51.281713
136,190,Waterfront_Bus_Station,Gravesend_Railway_Station,2022-10-12T09:32:00+00:00,4318,0.47893,51.403133
137,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:17:00+00:00,4310,0.578469,51.342581
140,82,Royal_Star_Arcade,Parade,2022-10-12T09:58:00+00:00,6147,0.52152,51.273446
142,2,Dockside_Outlet,Chatham_Railway_Station,2022-10-12T09:45:00+00:00,6404,0.522775,51.382548
143,12,Royal_Star_Arcade,The_Vine,2022-10-12T09:45:00+00:00,6439,0.530881,51.25905
144,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T10:00:00+00:00,4267,0.36633,51.441751
145,176,Village_Centre,Plantation_Road,2022-10-12T09:28:00+00:00,6411,0.524193,51.385288
146,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T09:20:00+00:00,3984,0.508165,51.38601
147,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:42:00+00:00,3987,0.603851,51.356725
148,176,Village_Centre,Plantation_Road,2022-10-12T09:05:00+00:00,3988,0.544668,51.383916
149,177,Village_Centre,Victoria_Street,2022-10-12T09:57:00+00:00,4222,0.524998,51.340226
150,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:39:00+00:00,4264,0.56737,51.380953
151,85,Freeman_Way,Chequers_Bus_Station,2022-10-12T09:41:00+00:00,4056,0.53138,51.266216
152,89,Spice_Lounge,King_Street,2022-10-12T09:47:00+00:00,4279,0.517226,51.237781
153,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:29:00+00:00,4311,0.592581,51.374668
154,1,Chatham_Railway_Station,The_Strand,2022-10-12T09:38:00+00:00,6413,0.536163,51.401308
155,101,Pudding_Lane,Duncan_Road,2022-10-12T09:24:00+00:00,6528,0.523843,51.384428
157,3,Maidstone_Hospital,Chequers_Bus_Station,2022-10-12T09:42:00+00:00,4065,0.52051,51.273013
158,191,Lapwing_Road,Waterfront_Bus_Station,2022-10-12T09:04:00+00:00,6476,0.5882,51.451255
159,177,Village_Centre,Victoria_Street,2022-10-12T09:39:00+00:00,4060,0.5311,51.360585
160,116,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T08:51:00+00:00,4300,0.526185,51.390178
161,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:28:00+00:00,4273,0.54434,51.389113
162,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:08:00+00:00,4270,0.524503,51.384915
163,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T09:43:00+00:00,4120,0.547493,51.253616
166,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:18:00+00:00,4271,0.524748,51.385286
169,176,Village_Centre,Plantation_Road,2022-10-12T09:48:00+00:00,4281,0.518166,51.346925
170,101,Duncan_Road,The_Cannon,2022-10-12T09:41:00+00:00,6484,0.54372,51.389088
171,71,Railway_Station,Chequers_Bus_Station,2022-10-12T09:50:00+00:00,4063,0.442656,51.330766
172,82,Royal_Star_Arcade,Parade,2022-10-12T09:34:00+00:00,6146,0.534343,51.255076
174,155,Village_Surgery,Waterfront_Bus_Station,2022-10-12T09:24:00+00:00,6429,0.52434,51.385021
175,116,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:21:00+00:00,4221,0.559911,51.372261
176,5,The_Swan,King_Street,2022-10-12T08:56:00+00:00,4057,0.518343,51.238391
177,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:30:00+00:00,1654,0.573528,51.370096
178,82,Parade,Royal_Star_Arcade,2022-10-12T09:48:00+00:00,4075,0.557538,51.24222
179,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:30:00+00:00,4314,0.607713,51.363476
180,7,Chequers_Bus_Station,Railway_Station,2022-10-12T09:36:00+00:00,6238,0.508578,51.270243
181,101,Duncan_Road,The_Cannon,2022-10-12T09:53:00+00:00,6475,0.548528,51.386871
182,101,Pudding_Lane,Duncan_Road,2022-10-12T09:12:00+00:00,6483,0.549524,51.386883
183,79,Calder_Road_Corner,The_Hedges,2022-10-12T09:56:00+00:00,4460,0.516823,51.288325
184,9,Tesco,Chequers_Bus_Station,2022-10-12T09:45:00+00:00,6143,0.53218,51.276485
185,347,Bus_Hub,Bus_Hub,2022-10-12T09:45:00+00:00,1635,0.732595,51.349763
186,140,Waterfront_Bus_Station,Bligh_Way_Shops,2022-10-12T09:37:00+00:00,4058,0.484758,51.393225
187,177,King_Street,Village_Centre,2022-10-12T09:33:00+00:00,4061,0.524583,51.38498
188,82,Parade,Royal_Star_Arcade,2022-10-12T09:37:00+00:00,4297,0.5324,51.256091
189,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:48:00+00:00,4315,0.5796,51.378146
192,7,Railway_Station,Chequers_Bus_Station,2022-10-12T08:35:00+00:00,4013,0.483991,51.266121
193,334,Chequers_Bus_Station,Tesco,2022-10-12T08:50:00+00:00,4073,0.772243,51.421438
194,72,Asda,Chequers_Bus_Station,2022-10-12T09:30:00+00:00,6138,0.442828,51.298653
197,190,Waterfront_Bus_Station,Gravesend_Railway_Station,2022-10-12T09:52:00+00:00,1650,0.521335,51.380833
198,101,Pudding_Lane,Duncan_Road,2022-10-12T09:48:00+00:00,6480,0.5213,51.273201
199,82,Royal_Star_Arcade,Parade,2022-10-12T09:46:00+00:00,4048,0.528756,51.262773
200,8,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:52:00+00:00,4464,0.522531,51.273748
201,140,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:47:00+00:00,6402,0.465176,51.389825
202,71,Lunsford_Park_Tesco,Chequers_Bus_Station,2022-10-12T09:49:00+00:00,4074,0.442033,51.301705
203,177,King_Street,Village_Centre,2022-10-12T09:12:00+00:00,4316,0.521158,51.346998
204,3,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:46:00+00:00,4282,0.500143,51.268256
207,334,Tesco,Chequers_Bus_Station,2022-10-12T09:20:00+00:00,4283,0.760488,51.410265
212,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:42:00+00:00,6401,0.560758,51.372196
215,700,Waterfront_Bus_Station,Bus_Station,2022-10-12T09:47:00+00:00,4261,0.507916,51.385408
216,141,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:21:00+00:00,4265,0.54981,51.387265
217,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:18:00+00:00,4268,0.546305,51.374601
218,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:40:00+00:00,4299,0.537361,51.343405
219,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T09:40:00+00:00,1652,0.410783,51.429228
220,101,Pudding_Lane,Duncan_Road,2022-10-12T10:00:00+00:00,6473,0.520008,51.272726
221,100,Goldcrest_Drive,Chatham_Railway_Station,2022-10-12T09:48:00+00:00,6446,0.524155,51.384945
223,101,Duncan_Road,The_Cannon,2022-10-12T09:17:00+00:00,6481,0.520823,51.27599
225,89,King_Street,Spice_Lounge,2022-10-12T09:49:00+00:00,4126,0.526696,51.267931
226,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:50:00+00:00,1651,0.546181,51.335971
227,177,Village_Centre,Victoria_Street,2022-10-12T09:16:00+00:00,4291,0.533535,51.37903
228,176,Plantation_Road,Village_Centre,2022-10-12T09:30:00+00:00,4308,0.546928,51.378138
229,349,Bus_Hub,Bus_Hub,2022-10-12T09:50:00+00:00,1636,0.754068,51.341365
230,1,The_Strand,Chatham_Railway_Station,2022-10-12T09:46:00+00:00,4051,0.535621,51.40032
232,177,King_Street,Village_Centre,2022-10-12T09:54:00+00:00,4312,0.544761,51.387383
233,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:54:00+00:00,4293,0.57197,51.339981
234,4,Chequers_Bus_Station,Pennine_Way,2022-10-12T09:41:00+00:00,6522,0.563789,51.259836
235,145,The_George,Waterfront_Bus_Station,2022-10-12T09:53:00+00:00,4006,0.506869,51.363146
236,2,Chatham_Railway_Station,Dockside_Outlet,2022-10-12T09:48:00+00:00,1653,0.524113,51.385051
237,145,The_George,Waterfront_Bus_Station,2022-10-12T09:43:00+00:00,1616,0.500101,51.363601
238,145,Waterfront_Bus_Station,The_George,2022-10-12T09:50:00+00:00,1639,0.509465,51.385105
239,3,Maidstone_Hospital,Chequers_Bus_Station,2022-10-12T10:02:00+00:00,4014,0.483285,51.273743
241,3,Maidstone_Hospital,Chequers_Bus_Station,2022-10-12T09:42:00+00:00,4065,0.526181,51.271765
243,3,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:46:00+00:00,4282,0.485068,51.266708
245,1,Chatham_Railway_Station,The_Strand,2022-10-12T09:38:00+00:00,6413,0.546663,51.396353
246,72,Chequers_Bus_Station,Asda,2022-10-12T09:32:00+00:00,6438,0.434533,51.29303
247,101,Duncan_Road,The_Cannon,2022-10-12T09:41:00+00:00,6484,0.524575,51.387071
248,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T10:07:00+00:00,4056,0.526781,51.273498
249,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:42:00+00:00,4313,0.540626,51.389583
250,101,Pudding_Lane,Duncan_Road,2022-10-12T09:24:00+00:00,6528,0.539735,51.389916
253,12,The_Vine,Royal_Star_Arcade,2022-10-12T09:07:00+00:00,4470,0.538996,51.252426
254,133,Waterfront_Bus_Station,Six_Bells,2022-10-12T09:45:00+00:00,6431,0.495556,51.39783
255,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:49:00+00:00,4271,0.537931,51.390053
256,82,Royal_Star_Arcade,Parade,2022-10-12T09:46:00+00:00,4048,0.531893,51.256763
258,116,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:12:00+00:00,4059,0.580618,51.367931
259,176,Plantation_Road,Village_Centre,2022-10-12T09:09:00+00:00,4263,0.520163,51.348746
263,132,Hempstead_Valley_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T10:06:00+00:00,4310,0.572454,51.340361
264,191,Waterfront_Bus_Station,Marina,2022-10-12T09:42:00+00:00,6405,0.50793,51.384828
268,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T09:55:00+00:00,4066,0.535069,51.261361
269,177,Village_Centre,Victoria_Street,2022-10-12T09:57:00+00:00,4222,0.519636,51.339391
270,82,Parade,Royal_Star_Arcade,2022-10-12T09:37:00+00:00,4297,0.522806,51.268466
271,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:48:00+00:00,4315,0.56165,51.381005
272,5,The_Swan,King_Street,2022-10-12T08:56:00+00:00,4057,0.528054,51.252375
273,190,Waterfront_Bus_Station,Gravesend_Railway_Station,2022-10-12T09:32:00+00:00,4318,0.405395,51.430585
274,8,Chequers_Bus_Station,Maidstone_Hospital,2022-10-12T09:52:00+00:00,4464,0.51246,51.2688
275,132,Waterfront_Bus_Station,Hempstead_Valley_Shopping_Centre,2022-10-12T09:30:00+00:00,4314,0.60989,51.359696
276,1,Chatham_Railway_Station,The_Strand,2022-10-12T09:58:00+00:00,6404,0.522591,51.382775
278,176,Village_Centre,Plantation_Road,2022-10-12T09:05:00+00:00,3988,0.54952,51.392265
279,182,Waterfront_Bus_Station,Beechings_Green,2022-10-12T09:39:00+00:00,4264,0.580541,51.376538
280,12,Royal_Star_Arcade,The_Vine,2022-10-12T09:45:00+00:00,6439,0.532636,51.256068
281,9,Tesco,Chequers_Bus_Station,2022-10-12T09:45:00+00:00,6143,0.526666,51.273103
283,177,Village_Centre,Victoria_Street,2022-10-12T09:39:00+00:00,4060,0.547145,51.370135
284,177,King_Street,Village_Centre,2022-10-12T09:33:00+00:00,4061,0.532548,51.379426
285,334,Chequers_Bus_Station,Tesco,2022-10-12T08:50:00+00:00,4073,0.792615,51.419888
286,82,Parade,Royal_Star_Arcade,2022-10-12T09:48:00+00:00,4075,0.540896,51.251146
287,79,Calder_Road_Corner,The_Hedges,2022-10-12T09:56:00+00:00,4460,0.51741,51.287453
288,82,Royal_Star_Arcade,Parade,2022-10-12T09:58:00+00:00,6147,0.52675,51.273181
289,7,Chequers_Bus_Station,Railway_Station,2022-10-12T09:36:00+00:00,6238,0.508584,51.270258
290,191,Lapwing_Road,Waterfront_Bus_Station,2022-10-12T09:04:00+00:00,6476,0.562623,51.449715
292,190,Gravesend_Railway_Station,Waterfront_Bus_Station,2022-10-12T09:20:00+00:00,3984,0.524431,51.384875
293,140,Waterfront_Bus_Station,Bligh_Way_Shops,2022-10-12T09:37:00+00:00,4058,0.471256,51.389116
294,85,Chequers_Bus_Station,Freeman_Way,2022-10-12T09:43:00+00:00,4120,0.554533,51.245891
295,166,The_Kestrel_Shopping_Centre,Waterfront_Bus_Station,2022-10-12T09:40:00+00:00,4299,0.535895,51.35492
296,101,Duncan_Road,The_Cannon,2022-10-12T09:53:00+00:00,6475,0.543565,51.388796
297,82,Royal_Star_Arcade,Parade,2022-10-12T09:34:00+00:00,6146,0.55042,51.245968
298,140,Bligh_Way_Shops,Waterfront_Bus_Station,2022-10-12T09:47:00+00:00,6402,0.475438,51.389283
299,101,Pudding_Lane,Duncan_Road,2022-10-12T09:36:00+00:00,6471,0.519835,51.369038
301,182,Beechings_Green,Waterfront_Bus_Station,2022-10-12T09:58:00+00:00,4311,0.587256,51.375818
303,176,Village_Centre,Plantation_Road,2022-10-12T09:28:00+00:00,6411,0.524228,51.385253
